Series Code,Series Name,Indicator Reference Number,Reference Area Code (M49),Reference Area Type [for UNSD use only],Reference Area Name,Time Period,Observation Value,Unit of Measurement,Nature of Data,Disaggregation classification,Time Detail,Reporting Type,Footnotes,Source Detail
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,90,3.0-Country,Solomon Islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,706,3.0-Country,Somalia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,710,3.0-Country,South Africa,2019,21.35,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,239,3.0-Country,South Georgia and the South Sandwich Islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,728,3.0-Country,South Sudan,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,724,3.0-Country,Spain,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,144,3.0-Country,Sri Lanka,2019,55.99,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,275,3.0-Country,State of Palestine,2019,81.78,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,729,3.0-Country,Sudan,2019,48.39,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,740,3.0-Country,Suriname,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,744,3.0-Country,Svalbard and Jan Mayen Islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,748,3.0-Country,Swaziland,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,752,3.0-Country,Sweden,2019,1.8,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,756,3.0-Country,Switzerland,2019,3.91,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,760,3.0-Country,Syrian Arab Republic,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,762,3.0-Country,Tajikistan,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,764,3.0-Country,Thailand,2019,12.43,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,807,3.0-Country,The former Yugoslav Republic of Macedonia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,626,3.0-Country,Timor-Leste,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,768,3.0-Country,Togo,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,772,3.0-Country,Tokelau,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,776,3.0-Country,Tonga,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,780,3.0-Country,Trinidad and Tobago,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,788,3.0-Country,Tunisia,2019,17.44,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,792,3.0-Country,Turkey,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,795,3.0-Country,Turkmenistan,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,796,3.0-Country,Turks and Caicos Islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,798,3.0-Country,Tuvalu,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,800,3.0-Country,Uganda,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,804,3.0-Country,Ukraine,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,784,3.0-Country,United Arab Emirates,2019,36.23,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,826,3.0-Country,United Kingdom of Great Britain and Northern Ireland,2019,10.4,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,834,3.0-Country,United Republic of Tanzania,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,581,3.0-Country,United States minor outlying islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,840,3.0-Country,United States of America,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,850,3.0-Country,United States Virgin Islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,858,3.0-Country,Uruguay,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,860,3.0-Country,Uzbekistan,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,548,3.0-Country,Vanuatu,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,862,3.0-Country,Venezuela (Bolivarian Republic of),2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,704,3.0-Country,Viet Nam,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,876,3.0-Country,Wallis and Futuna Islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,732,3.0-Country,Western Sahara,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,887,3.0-Country,Yemen,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,894,3.0-Country,Zambia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,716,3.0-Country,Zimbabwe,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
