"username";"region_code";"country_code";"Identifiant";"year";"ncc_established";"ncc_established_name";"ncc_established_address";"focal_point";"fp_name";"fp_surname";"existing_plans";"web_link";"nrl_designated";"nrl_designated_name";"nrl_designated_address";"eqa_scheme";"ast_standards";"ast_standards_other";"fullreq";"num_in_fullreq";"num_out_fullreq";"num_in_out_fullreq";"num_labs_fullreq";"dataprovider";"num_in_dataprovider";"num_out_dataprovider";"num_in_out_dataprovider";"num_labs_dataprovider";"astperform";"num_labo_astperform";"amr_quality_assurance";"eqa_type";"eqa_pathogens";"num_labo_ast_18";"astperform18";"num_labo_eqa_bact";"num_labo_eqa_ast";"num_labo_eqa_ast_18";"num_pat_year_h";"num_pat_year_o";"amr_standards";"description"
"Trinidad_Tobago_1";"AMR";"TTO";"1798";"2020";"2";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"1";"1";"1";"1";"UNK";"";"";"1";"1";"";"1";"1";"1";"";"1";"";"1";"";"";"";"";"";"The Country does not have a designated National Coordination Center (NCC) separate from A National Reference Lab (NRL).  There is a Medical Microbiologist who is the data Manager and he servers at one Centre which has dual roles of NRL and NCC.  We have Regional Reference Laboratory Service (RRL) and Coordination being developed with the Caribbean Community (CARICOM) with the assistance of the Pan American Health Organization and Argentina through a Country Cooperation for Health Development (CCHD) project. A Regional Reference Laboratory (RRL) such as The Caribbean Public Health Agency's (CARPHA) Medical Microbiology Laboratory is suggested. The is a Regional Coordination Centre Located in the Special AMR program at the Pan American Health Organization.  Trinidad and Tobago is a small country, like many in the Caribbean and having a RRL would be ideal especially with the existing AMR Special Program at the Pan American Health Organization.  We will try to submit data. If not this year, next year for sure.  The National Focal Point is Dr Rajeev P Nagassar "
"Tunisia2";"EMR";"TUN";"1799";"2020";"2";"";"";"";"";"";"1";"";"1";"";"";"0";"EUCAST";"";"";"12";"0";"0";"11";"";"12";"0";"0";"11";"";"11";"1";"1";"";"11";"";"11";"";"";"";"";"";"National level coordination of AMR surveillance is In the process of being set up. However, Since 1999, a voluntary microbiologist group provided data on antibiotic resistance. Laboratory capacity available to surveillance sites and availability of routine AST data; Currently, 8 sites are equipped with SIRScan software, have reliable data. All these sites use the same methodology (CA-SFM, EUCAST) and the same criteria for Interpretation. Data management and quality control; The 8 labs use the same criteria for elimination of epidemiological duplicates Weekly Internal Quality control & annually National External Quality Control  (Ministry of health).   Since last year,  we benefited from technical assistance from the EMRO office for the preparation of the GLASS aggregated data. This year, with the COVID-19 pandemia, somes participating labs have problem to prepare their data. Thus, we wish to have an extension of the deadlines"
"root";"EUR";"TUR";"1800";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"WPR";"TUV";"1801";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Tanzania1";"AFR";"TZA";"1802";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"9";"9";"45";"9";"";"9";"9";"45";"9";"";"9";"1";"1";"";"9";"";"42";"";"";"";"";"";"Tanzania has been building a robust system of data collection at the surveillance sites. We are now at the initial stage on the implementation of data collection, but we have started to collect data for trial from June 2020 and we could submit next year during data call. "
"Uganda1";"AFR";"UGA";"1803";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"0";"2";"1";"3";"";"0";"2";"1";"3";"";"8";"1";"1";"";"7";"";"7";"";"";"";"";"";"There is a Technical team involved in training, standardization and Quality Assurance activities that take place at the coordinating AMR Laboratory, the National center, the site coordination and site laboratories. This team operates in liaison with the National coordinator and multi-sectoral National coordinating center as well as the site coordinator and multidisciplinary site coordinating committee. All the activities including capacity building are supported by external funding organizations in form of financing, monitoring and Technical advice. The regional hospitals, STI clinics, site laboratories and other health centers that can carry out specimen cultures, send isolates or report to the site coordination center /committee which in turn feeds the information to the National coordination center. Likewise, the samples can be sent from the Health centers and STI clinic to be analyzed at the National laboratory. A National Microbiology laboratory is in place .The Team at the National Microbiology laboratory. regularly carries out support supervision at the lower facilities to stimulate increase in volume and quality of isolates and data. Apart from central coordination, the National focal person here does respond to WHO-GLASS data preparation, review and upload."
"root";"EUR";"UKR";"1804";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AMR";"URY";"1805";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"USA2";"AMR";"USA";"1806";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"4035";"40600";"3491";"774";"";"4035";"40600";"3491";"774";"";"15989";"1";"1";"";"15989";"";"15989";"";"";"";"";"";"AMR surveillance activities are coordinated by the Centers for Disease Control and Prevention (CDC) in conjunction with other federal, state and local public health agencies. Surveillance is directed by several national networks, including the National Healthcare Safety Network (NHSN), the Emerging Infections Program (EIP), the National AMR Monitoring System (NARMS), the National TB Surveillance System (NTSS), the Antibiotic Resistance Laboratory Network (ARLN) and the Gonococcal Isolate Surveillance Project (GISP)."
"root";"EUR";"UZB";"1807";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AMR";"VCT";"1808";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AMR";"VEN";"1809";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"WPR";"VNM";"1810";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"WPR";"VUT";"1811";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"WPR";"WSM";"1812";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"South_Africa1";"AFR";"ZAF";"1813";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI|EUCAST";"";"";"535";"200";"2";"79";"";"200";"6";"2";"50";"";"79";"1";"1";"";"50";"";"50";"";"";"";"";"";"For GLASS in South Africa under the National Institute for Communicable Diseases (NICD) umbrella, three surveillance programmes are utilized for reporting the appropriate data. These surveillance programmes include GERMS-SA laboratory-based surveillance, NICD sentinel periodic surveillance for sexually transmitted infections (STIs) and the National AMR routine electronic surveillance. GERMS-SA is a robust national laboratory-based population surveillance program for HIV-associated bacterial and fungal opportunistic infections, vaccine-preventable diseases, healthcare-associated bloodstream infections, and HIV-associated opportunistic infections. The Streptococcus pneumoniae data reported to GLASS is extracted from this program. The CLSI guideline is used. NICD conducts sentinel periodic surveillance of STIs. Syndromes under surveillance are male urethritis syndrome, vaginal discharge syndrome, and genital ulcer syndrome. The STI data reported to GLASS use EUCAST guidelines. The National AMR routine electronic surveillance is in accordance with the South African National Antimicrobial Resistance Strategy of the National Department of Health and supported by the South African Society for Clinical Microbiology. Data derived from blood culture, and stool specimens for all public health facilities (including all levels of care, military, and prisons) are collated by the NICD?s Surveillance Data Warehouse and presented on a dashboard. The CLSI guideline is used.  "
"subissi.l";"AFR";"ZMB";"1814";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"0";"0";"3";"0";"";"3";"3";"3";"3";"";"3";"0";"2";"";"3";"";"1";"";"";"";"";"";"AMR SURVEILLANCE STRUCTURE The National multi-sectorial steering committee (NMSC) oversees and monitors activities of the Antimicrobial Resistance Coordinating Committee (AMRCC) whose chairperson is a member of NMSC. The AMRCC is composed of sector-specific focal point persons and heads of technical working groups (TWGs). AMRCC coordinates AMR surveillance activity implementation through the National Surveillance Coordination Centre.  Responsibilities of the AMRCC ?	Preparing and disseminating national surveillance protocols,  ?	Coordinating data collection, analysis and reporting at national level,  ?	Sharing national aggregated data with WHO on the Global Antimicrobial Resistance Surveillance System (GLASS). ?	Updating the Surveillance Sub-committee of the AMRCC on the status of AMR surveillance. ?	Monitoring and evaluating the national AMR surveillance system, ?	Designating a national AMR surveillance focal person to coordinate surveillance activities, data management and dissemination of surveillance reports, ?	Coordinating linkages between human and animal AMR surveillance programs ?	Training of human resource in various areas identified during needs assessment. This surveillance framework is designed to provide public health authorities guidance on facilitating the implementation of AMR surveillance in Zambia.  National Surveillance Coordination Centre AMR surveillance in Zambia is conducted using sentinel surveillance approach which is integrated into the National Integrated Disease Surveillance and Response (IDSR).  IDSR is undertaken at all levels of health care delivery from national, provincial and district to health centre level and provides an entry point for AMR surveillance.  The IDSR is spearheaded through the Surveillance and Disease Intelligence cluster of the Zambia National Public Health Institute (ZNPHI) which anchors the National Surveillance Coordination Centre.  AMR Surveillance Activities ?	Development of the National Integrated AMR Surveillance Strategy ?	Development of the national AMR Surveillance Framework ?	Prioritization of AMR surveillance activities in the National Action plan ?	Documentation of National AMR Baseline data from country situation analysis ?	Development of the National Antimicrobial Stewardship policy and Implementation framework with support from ReACT Africa network ?	Development of AMR surveillance Standard Operating procedures and Guidelines ?	AMR awareness raising activities ?	Refurbishment of laboratories at sentinel sites, procurement of equipment and laboratory supplies in both human and animal health through the support of the UK Fleming Fund country grant.  ?	Building capacity in identification of priority pathogens and Antimicrobial susceptibility testing in laboratories in selected AMR surveillance sentinel sites using the on-site mentorship approach in both human and animal health. ?	Development and operationalisation of the National One Health AMR database with the support from Foundation for Innovative Diagnostics (FIND) ?	Trainings in: o	Use of WHONET software for AST data management o	 End user training on the use of the National One Health AMR database o	Laboratory Biosafety and Biosecurity  ?	Participation in regional and International meetings on AMR ?	Submission of National AMR data to the Global Antimicrobial Surveillance System (GLASS) "
"root";"AFR";"ZWE";"1815";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"kosovo1";"EUR";"KOS";"1817";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"EUCAST";"";"";"0";"0";"0";"7";"";"0";"0";"0";"7";"";"7";"1";"1";"";"7";"";"1";"";"";"";"";"";""
"root";"EMR";"YEM";"1818";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EUR";"CYP";"1819";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EUR";"MKD";"1820";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
