"COUNTRY";"YEAR";"SPECIMEN";"GENDER";"ORIGIN";"AGEGROUP";"NUMSAMPLEDPATIENTS";"BATCHID"
"LAO";"2019";"GENITAL";"F";"CO";"75<84";"2";"DS1"
"LAO";"2019";"GENITAL";"F";"CO";"85<";"1";"DS1"
"LAO";"2019";"GENITAL";"UNK";"CO";"15<24";"2";"DS1"
"LAO";"2019";"GENITAL";"UNK";"CO";"35<44";"1";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"01<04";"45";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"<1";"9";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"05<14";"48";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"15<24";"42";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"25<34";"17";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"35<44";"20";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"45<54";"14";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"55<64";"26";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"65<74";"14";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"75<84";"9";"DS1"
"HRV";"2019";"STOOL";"M";"CO";"85<";"1";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"01<04";"50";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"<1";"4";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"05<14";"36";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"15<24";"23";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"25<34";"15";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"35<44";"21";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"45<54";"21";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"55<64";"29";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"65<74";"15";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"75<84";"11";"DS1"
"HRV";"2019";"STOOL";"F";"CO";"85<";"5";"DS1"
"BRA";"2019";"BLOOD";"M";"UNK";"01<04";"21";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"01<04";"44";"DS1"
"BRA";"2019";"BLOOD";"M";"UNK";"<1";"2";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"<1";"67";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"<1";"16";"DS1"
"BRA";"2019";"BLOOD";"M";"UNK";"05<14";"1";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"05<14";"24";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"05<14";"10";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"15<24";"30";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"15<24";"11";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"25<34";"52";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"25<34";"9";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"35<44";"72";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"35<44";"3";"DS1"
"BRA";"2019";"BLOOD";"M";"UNK";"45<54";"20";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"45<54";"94";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"45<54";"10";"DS1"
"BRA";"2019";"BLOOD";"M";"UNK";"55<64";"43";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"55<64";"181";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"55<64";"46";"DS1"
"BRA";"2019";"BLOOD";"M";"UNK";"65<74";"45";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"65<74";"218";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"65<74";"51";"DS1"
"BRA";"2019";"BLOOD";"M";"UNK";"75<84";"42";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"75<84";"115";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"75<84";"40";"DS1"
"BRA";"2019";"BLOOD";"M";"UNK";"85<";"7";"DS1"
"BRA";"2019";"BLOOD";"M";"HO";"85<";"19";"DS1"
"BRA";"2019";"BLOOD";"M";"CO";"85<";"15";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"01<04";"20";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"01<04";"7";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"<1";"63";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"<1";"10";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"05<14";"18";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"05<14";"13";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"05<14";"1";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"15<24";"1";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"15<24";"42";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"15<24";"11";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"25<34";"9";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"25<34";"45";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"35<44";"1";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"35<44";"90";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"35<44";"1";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"45<54";"71";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"45<54";"13";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"55<64";"4";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"55<64";"148";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"55<64";"23";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"65<74";"1";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"65<74";"106";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"65<74";"39";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"75<84";"32";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"75<84";"66";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"75<84";"20";"DS1"
"BRA";"2019";"BLOOD";"F";"UNK";"85<";"14";"DS1"
"BRA";"2019";"BLOOD";"F";"HO";"85<";"24";"DS1"
"BRA";"2019";"BLOOD";"F";"CO";"85<";"9";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"01<04";"20";"DS1"
"BRA";"2019";"URINE";"M";"HO";"01<04";"111";"DS1"
"BRA";"2019";"URINE";"M";"CO";"01<04";"50";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"<1";"48";"DS1"
"BRA";"2019";"URINE";"M";"HO";"<1";"169";"DS1"
"BRA";"2019";"URINE";"M";"CO";"<1";"166";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"05<14";"13";"DS1"
"BRA";"2019";"URINE";"M";"HO";"05<14";"69";"DS1"
"BRA";"2019";"URINE";"M";"CO";"05<14";"61";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"15<24";"13";"DS1"
"BRA";"2019";"URINE";"M";"HO";"15<24";"86";"DS1"
"BRA";"2019";"URINE";"M";"CO";"15<24";"49";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"25<34";"16";"DS1"
"BRA";"2019";"URINE";"M";"HO";"25<34";"113";"DS1"
"BRA";"2019";"URINE";"M";"CO";"25<34";"56";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"35<44";"31";"DS1"
"BRA";"2019";"URINE";"M";"HO";"35<44";"214";"DS1"
"BRA";"2019";"URINE";"M";"CO";"35<44";"57";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"45<54";"49";"DS1"
"BRA";"2019";"URINE";"M";"HO";"45<54";"218";"DS1"
"BRA";"2019";"URINE";"M";"CO";"45<54";"117";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"55<64";"39";"DS1"
"BRA";"2019";"URINE";"M";"HO";"55<64";"379";"DS1"
"BRA";"2019";"URINE";"M";"CO";"55<64";"166";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"65<74";"108";"DS1"
"BRA";"2019";"URINE";"M";"HO";"65<74";"540";"DS1"
"BRA";"2019";"URINE";"M";"CO";"65<74";"244";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"75<84";"80";"DS1"
"BRA";"2019";"URINE";"M";"HO";"75<84";"511";"DS1"
"BRA";"2019";"URINE";"M";"CO";"75<84";"226";"DS1"
"BRA";"2019";"URINE";"M";"UNK";"85<";"42";"DS1"
"BRA";"2019";"URINE";"M";"HO";"85<";"128";"DS1"
"BRA";"2019";"URINE";"M";"CO";"85<";"68";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"01<04";"34";"DS1"
"BRA";"2019";"URINE";"F";"HO";"01<04";"414";"DS1"
"BRA";"2019";"URINE";"F";"CO";"01<04";"77";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"<1";"15";"DS1"
"BRA";"2019";"URINE";"F";"HO";"<1";"181";"DS1"
"BRA";"2019";"URINE";"F";"CO";"<1";"95";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"05<14";"60";"DS1"
"BRA";"2019";"URINE";"F";"HO";"05<14";"497";"DS1"
"BRA";"2019";"URINE";"F";"CO";"05<14";"117";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"15<24";"215";"DS1"
"BRA";"2019";"URINE";"F";"HO";"15<24";"532";"DS1"
"BRA";"2019";"URINE";"F";"CO";"15<24";"1074";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"25<34";"318";"DS1"
"BRA";"2019";"URINE";"F";"HO";"25<34";"711";"DS1"
"BRA";"2019";"URINE";"F";"CO";"25<34";"991";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"35<44";"221";"DS1"
"BRA";"2019";"URINE";"F";"HO";"35<44";"671";"DS1"
"BRA";"2019";"URINE";"F";"CO";"35<44";"643";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"45<54";"267";"DS1"
"BRA";"2019";"URINE";"F";"HO";"45<54";"703";"DS1"
"BRA";"2019";"URINE";"F";"CO";"45<54";"568";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"55<64";"185";"DS1"
"BRA";"2019";"URINE";"F";"HO";"55<64";"970";"DS1"
"BRA";"2019";"URINE";"F";"CO";"55<64";"708";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"65<74";"236";"DS1"
"BRA";"2019";"URINE";"F";"HO";"65<74";"807";"DS1"
"BRA";"2019";"URINE";"F";"CO";"65<74";"546";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"75<84";"235";"DS1"
"BRA";"2019";"URINE";"F";"HO";"75<84";"643";"DS1"
"BRA";"2019";"URINE";"F";"CO";"75<84";"399";"DS1"
"BRA";"2019";"URINE";"F";"UNK";"85<";"89";"DS1"
"BRA";"2019";"URINE";"F";"HO";"85<";"354";"DS1"
"BRA";"2019";"URINE";"F";"CO";"85<";"181";"DS1"
"BRA";"2019";"STOOL";"M";"CO";"05<14";"5";"DS1"
"BRA";"2019";"GENITAL";"M";"CO";"<1";"5";"DS1"
"BRA";"2019";"GENITAL";"M";"CO";"15<24";"469";"DS1"
"BRA";"2019";"GENITAL";"M";"CO";"25<34";"375";"DS1"
"BRA";"2019";"GENITAL";"M";"CO";"35<44";"90";"DS1"
"BRA";"2019";"GENITAL";"M";"CO";"45<54";"25";"DS1"
"BRA";"2019";"GENITAL";"M";"CO";"55<64";"15";"DS1"
"BRA";"2019";"GENITAL";"M";"CO";"65<74";"10";"DS1"
"BRA";"2019";"GENITAL";"F";"CO";"15<24";"5";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"01<04";"20";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"01<04";"132";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"<1";"29";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"<1";"533";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"05<14";"20";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"05<14";"141";"DS1"
"SGP";"2019";"BLOOD";"M";"UNK";"15<24";"25";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"15<24";"41";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"15<24";"137";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"25<34";"59";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"25<34";"207";"DS1"
"SGP";"2019";"BLOOD";"M";"UNK";"35<44";"38";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"35<44";"90";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"35<44";"283";"DS1"
"SGP";"2019";"BLOOD";"M";"UNK";"45<54";"56";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"45<54";"160";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"45<54";"426";"DS1"
"SGP";"2019";"BLOOD";"M";"UNK";"55<64";"114";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"55<64";"320";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"55<64";"792";"DS1"
"SGP";"2019";"BLOOD";"M";"UNK";"65<74";"125";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"65<74";"368";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"65<74";"895";"DS1"
"SGP";"2019";"BLOOD";"M";"UNK";"75<84";"131";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"75<84";"265";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"75<84";"631";"DS1"
"SGP";"2019";"BLOOD";"M";"UNK";"85<";"86";"DS1"
"SGP";"2019";"BLOOD";"M";"HO";"85<";"90";"DS1"
"SGP";"2019";"BLOOD";"M";"CO";"85<";"280";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"01<04";"121";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"<1";"14";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"<1";"469";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"05<14";"11";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"05<14";"120";"DS1"
"SGP";"2019";"BLOOD";"F";"UNK";"15<24";"17";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"15<24";"20";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"15<24";"160";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"25<34";"63";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"25<34";"341";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"35<44";"61";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"35<44";"320";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"45<54";"107";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"45<54";"399";"DS1"
"SGP";"2019";"BLOOD";"F";"UNK";"55<64";"81";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"55<64";"224";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"55<64";"624";"DS1"
"SGP";"2019";"BLOOD";"F";"UNK";"65<74";"105";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"65<74";"247";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"65<74";"736";"DS1"
"SGP";"2019";"BLOOD";"F";"UNK";"75<84";"168";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"75<84";"190";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"75<84";"613";"DS1"
"SGP";"2019";"BLOOD";"F";"UNK";"85<";"166";"DS1"
"SGP";"2019";"BLOOD";"F";"HO";"85<";"128";"DS1"
"SGP";"2019";"BLOOD";"F";"CO";"85<";"367";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"UNK";"3";"DS1"
"SGP";"2019";"URINE";"M";"HO";"01<04";"13";"DS1"
"SGP";"2019";"URINE";"M";"CO";"01<04";"183";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"<1";"7";"DS1"
"SGP";"2019";"URINE";"M";"HO";"<1";"15";"DS1"
"SGP";"2019";"URINE";"M";"CO";"<1";"376";"DS1"
"SGP";"2019";"URINE";"M";"HO";"05<14";"15";"DS1"
"SGP";"2019";"URINE";"M";"CO";"05<14";"187";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"15<24";"7";"DS1"
"SGP";"2019";"URINE";"M";"HO";"15<24";"35";"DS1"
"SGP";"2019";"URINE";"M";"CO";"15<24";"192";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"25<34";"23";"DS1"
"SGP";"2019";"URINE";"M";"HO";"25<34";"56";"DS1"
"SGP";"2019";"URINE";"M";"CO";"25<34";"378";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"35<44";"33";"DS1"
"SGP";"2019";"URINE";"M";"HO";"35<44";"93";"DS1"
"SGP";"2019";"URINE";"M";"CO";"35<44";"473";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"45<54";"40";"DS1"
"SGP";"2019";"URINE";"M";"HO";"45<54";"150";"DS1"
"SGP";"2019";"URINE";"M";"CO";"45<54";"655";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"55<64";"72";"DS1"
"SGP";"2019";"URINE";"M";"HO";"55<64";"311";"DS1"
"SGP";"2019";"URINE";"M";"CO";"55<64";"1204";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"65<74";"111";"DS1"
"SGP";"2019";"URINE";"M";"HO";"65<74";"356";"DS1"
"SGP";"2019";"URINE";"M";"CO";"65<74";"1464";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"75<84";"134";"DS1"
"SGP";"2019";"URINE";"M";"HO";"75<84";"257";"DS1"
"SGP";"2019";"URINE";"M";"CO";"75<84";"960";"DS1"
"SGP";"2019";"URINE";"M";"UNK";"85<";"105";"DS1"
"SGP";"2019";"URINE";"M";"HO";"85<";"88";"DS1"
"SGP";"2019";"URINE";"M";"CO";"85<";"386";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"UNK";"5";"DS1"
"SGP";"2019";"URINE";"F";"HO";"01<04";"8";"DS1"
"SGP";"2019";"URINE";"F";"CO";"01<04";"261";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"<1";"12";"DS1"
"SGP";"2019";"URINE";"F";"HO";"<1";"16";"DS1"
"SGP";"2019";"URINE";"F";"CO";"<1";"304";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"05<14";"1";"DS1"
"SGP";"2019";"URINE";"F";"HO";"05<14";"11";"DS1"
"SGP";"2019";"URINE";"F";"CO";"05<14";"276";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"15<24";"9";"DS1"
"SGP";"2019";"URINE";"F";"HO";"15<24";"26";"DS1"
"SGP";"2019";"URINE";"F";"CO";"15<24";"602";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"25<34";"45";"DS1"
"SGP";"2019";"URINE";"F";"HO";"25<34";"83";"DS1"
"SGP";"2019";"URINE";"F";"CO";"25<34";"2346";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"35<44";"27";"DS1"
"SGP";"2019";"URINE";"F";"HO";"35<44";"89";"DS1"
"SGP";"2019";"URINE";"F";"CO";"35<44";"1168";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"45<54";"24";"DS1"
"SGP";"2019";"URINE";"F";"HO";"45<54";"105";"DS1"
"SGP";"2019";"URINE";"F";"CO";"45<54";"933";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"55<64";"62";"DS1"
"SGP";"2019";"URINE";"F";"HO";"55<64";"209";"DS1"
"SGP";"2019";"URINE";"F";"CO";"55<64";"1144";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"65<74";"132";"DS1"
"SGP";"2019";"URINE";"F";"HO";"65<74";"266";"DS1"
"SGP";"2019";"URINE";"F";"CO";"65<74";"1228";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"75<84";"189";"DS1"
"SGP";"2019";"URINE";"F";"HO";"75<84";"251";"DS1"
"SGP";"2019";"URINE";"F";"CO";"75<84";"1039";"DS1"
"SGP";"2019";"URINE";"F";"UNK";"85<";"223";"DS1"
"SGP";"2019";"URINE";"F";"HO";"85<";"135";"DS1"
"SGP";"2019";"URINE";"F";"CO";"85<";"670";"DS1"
"SGP";"2019";"STOOL";"M";"UNK";"UNK";"7";"DS1"
"SGP";"2019";"STOOL";"M";"UNK";"01<04";"10";"DS1"
"SGP";"2019";"STOOL";"M";"HO";"01<04";"10";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"01<04";"107";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"<1";"66";"DS1"
"SGP";"2019";"STOOL";"M";"HO";"05<14";"15";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"05<14";"67";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"15<24";"63";"DS1"
"SGP";"2019";"STOOL";"M";"UNK";"25<34";"132";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"25<34";"67";"DS1"
"SGP";"2019";"STOOL";"M";"UNK";"35<44";"123";"DS1"
"SGP";"2019";"STOOL";"M";"HO";"45<54";"48";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"45<54";"65";"DS1"
"SGP";"2019";"STOOL";"M";"UNK";"55<64";"47";"DS1"
"SGP";"2019";"STOOL";"M";"HO";"55<64";"83";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"55<64";"113";"DS1"
"SGP";"2019";"STOOL";"M";"UNK";"65<74";"26";"DS1"
"SGP";"2019";"STOOL";"M";"HO";"65<74";"100";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"65<74";"109";"DS1"
"SGP";"2019";"STOOL";"M";"UNK";"75<84";"18";"DS1"
"SGP";"2019";"STOOL";"M";"HO";"75<84";"66";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"75<84";"63";"DS1"
"SGP";"2019";"STOOL";"M";"CO";"85<";"17";"DS1"
"SGP";"2019";"STOOL";"F";"UNK";"UNK";"4";"DS1"
"SGP";"2019";"STOOL";"F";"HO";"01<04";"15";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"01<04";"69";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"<1";"60";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"05<14";"45";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"15<24";"37";"DS1"
"SGP";"2019";"STOOL";"F";"UNK";"25<34";"50";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"25<34";"66";"DS1"
"SGP";"2019";"STOOL";"F";"UNK";"35<44";"61";"DS1"
"SGP";"2019";"STOOL";"F";"HO";"35<44";"22";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"35<44";"49";"DS1"
"SGP";"2019";"STOOL";"F";"UNK";"45<54";"72";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"45<54";"72";"DS1"
"SGP";"2019";"STOOL";"F";"UNK";"55<64";"76";"DS1"
"SGP";"2019";"STOOL";"F";"HO";"55<64";"99";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"55<64";"100";"DS1"
"SGP";"2019";"STOOL";"F";"HO";"65<74";"114";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"65<74";"84";"DS1"
"SGP";"2019";"STOOL";"F";"CO";"75<84";"59";"DS1"
"SGP";"2019";"STOOL";"UNK";"UNK";"UNK";"2";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"01<04";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"05<14";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"15<24";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"25<34";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"35<44";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"45<54";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"55<64";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"65<74";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"75<84";"";"DS1"
"NOR";"2019";"STOOL";"M";"UNK";"85<";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"01<04";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"05<14";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"15<24";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"25<34";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"35<44";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"45<54";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"55<64";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"65<74";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"75<84";"";"DS1"
"NOR";"2019";"STOOL";"F";"UNK";"85<";"";"DS1"
"NOR";"2019";"GENITAL";"M";"UNK";"UNK";"";"DS2"
"NOR";"2019";"GENITAL";"F";"UNK";"UNK";"";"DS2"
"NOR";"2019";"GENITAL";"UNK";"UNK";"UNK";"";"DS2"
"NOR";"2019";"BLOOD";"M";"UNK";"01<04";"";"DS3"
"NOR";"2019";"BLOOD";"M";"UNK";"05<14";"";"DS3"
"NOR";"2019";"BLOOD";"M";"UNK";"15<24";"";"DS3"
"NOR";"2019";"BLOOD";"M";"UNK";"25<34";"";"DS3"
"NOR";"2019";"BLOOD";"M";"UNK";"35<44";"";"DS3"
"NOR";"2019";"BLOOD";"M";"UNK";"45<54";"";"DS3"
"NOR";"2019";"BLOOD";"M";"UNK";"55<64";"";"DS3"
"NOR";"2019";"BLOOD";"M";"UNK";"65<74";"";"DS3"
"NOR";"2019";"BLOOD";"M";"UNK";"75<84";"";"DS3"
"NOR";"2019";"BLOOD";"F";"UNK";"15<24";"";"DS3"
"NOR";"2019";"BLOOD";"F";"UNK";"25<34";"";"DS3"
"NOR";"2019";"BLOOD";"F";"UNK";"45<54";"";"DS3"
"NOR";"2019";"BLOOD";"F";"UNK";"55<64";"";"DS3"
"NOR";"2019";"BLOOD";"F";"UNK";"65<74";"";"DS3"
"NOR";"2019";"BLOOD";"F";"UNK";"75<84";"";"DS3"
"NOR";"2019";"URINE";"M";"UNK";"UNK";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"01<04";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"01<04";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"<1";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"05<14";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"05<14";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"15<24";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"15<24";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"25<34";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"25<34";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"35<44";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"35<44";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"45<54";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"45<54";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"55<64";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"55<64";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"65<74";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"65<74";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"75<84";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"75<84";"";"DS4"
"NOR";"2019";"URINE";"M";"UNK";"85<";"";"DS4"
"NOR";"2019";"URINE";"M";"CO";"85<";"";"DS4"
"NOR";"2019";"URINE";"F";"CO";"UNK";"";"DS4"
"NOR";"2019";"URINE";"F";"UNK";"01<04";"";"DS4"
"NOR";"2019";"URINE";"F";"CO";"01<04";"";"DS4"
"NOR";"2019";"URINE";"F";"CO";"<1";"";"DS4"
